DrugBank ID	Accession Numbers	Common name	CAS	UNII	Synonyms	InChI Key	Canonical_SMILES
DB00547	APRD00910	Desoximetasone	382-67-2	4E07GXB7AU	(11β,16α)-9-fluoro-11,21-dihydroxy-16-methylpregna-1,4-diene-3,20-dione | 9alpha-fluoro-16alpha-methyl-delta(1)-corticosterone | Desoximetason | Desoximetasona | Désoximétasone | Desoximetasone | Desoximetasonum | Desoxymethasone	VWVSBHGCDBMOOT-IIEHVVJPSA-N	CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C
DB00548	APRD00812 | EXPT00598	Azelaic acid	123-99-9	F2VW3D43YT	1,7-dicarboxyheptane | 1,7-Heptanedicarboxylic acid | 1,9-nonanedioic acid | Acide azélaïque | Ácido azelaico | Acidum acelaicum | Acidum azelaicum | Anchoic acid | Azelaic acid | Azelainsäure | Lepargylic acid | n-nonanedioic acid | Nonandisäure | Nonanedioic acid	BDJRBEYXGGNYIS-UHFFFAOYSA-N	C(CCCC(=O)O)CCCC(=O)O
DB00549	APRD00377	Zafirlukast	107753-78-6	XZ629S5L50	4-(5-cyclopentyloxycarbonylamino-1-methyl-1H-indol-3-ylmethyl)-3-methoxy-N-o-tolylsulfonylbenzamide | cyclopentyl 3-(2-methoxy-4-((o-tolylsulfonyl)carbamoyl)benzyl)-1-methylindole-5-carbamate | Zafirlukast	YEEZWCHGZNKEEK-UHFFFAOYSA-N	CC1=CC=CC=C1S(=O)(=O)NC(=O)C2=CC(=C(C=C2)CC3=CN(C4=C3C=C(C=C4)NC(=O)OC5CCCC5)C)OC
DB00550	APRD00297	Propylthiouracil	51-52-5	721M9407IY	2-Mercapto-6-propyl-4-pyrimidone | 2-Mercapto-6-propylpyrimid-4-one | 2-Thio-4-oxo-6-propyl-1,3-pyrimidine | 2-Thio-6-propyl-1,3-pyrimidin-4-one | 4-propyl-2-thiouracil | 6-Propyl-2-thio-2,4(1H,3H)pyrimidinedione | 6-propyl-2-thiouracil | 6-propyl-2-thioxo-2,3-dihydropyrimidin-4(1H)-one | 6-Propylthiouracil | 6-Thio-4-propyluracil | Propiltiouracilo | Propylthiouracil | Propylthiouracile | Propylthiouracilum	KNAHARQHSZJURB-UHFFFAOYSA-N	CCCC1=CC(=O)N=C(N1)S
DB00551	APRD00774 | EXPT01688	Acetohydroxamic acid	546-88-3	4RZ82L2GY5	Acethydroxamsaeure | Acetic acid, oxime | Acetohydroxamate | Acetohydroxamic acid | Acetohydroximic acid | Acetyl hydroxyamino | Acetylhydroxamic acid | Acide acetohydroxamique | Acido acetohidroxamico | Acidum acetohydroxamicum | AHA | Cetohyroxamic acid | Methylhydroxamic acid | N-Acetyl hydroxyacetamide | N-Acetylhydroxylamine | N-Hydroxyacetamide	RRUDCFGSUDOHDG-UHFFFAOYSA-N	CC(=O)NO
DB00552	APRD00202	Pentostatin	53910-25-1	395575MZO7	Co-vidarabine | Pentostatin | Pentostatina | Pentostatine | Pentostatinum	FPVKHBSQESCIEP-JQCXWYLXSA-N	C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O
DB00553	APRD00157	Methoxsalen	298-81-7	U4VJ29L7BQ	6-hydroxy-7-methoxy-5-benzofuranacrylic acid δ-lactone | 8-methoxy-[furano-3'.2':6.7-coumarin] | 8-methoxy-2',3',6,7-furocoumarin | 8-methoxy-4',5':6,7-furocoumarin | 8-Methoxyfuranocoumarin | 8-methoxypsoralen | 8-MOP | 8-MP | 9-methoxy-7H-furo[3,2-g][1]benzopyran-7-one | Ammoidin | Methoxsalen | Méthoxsalène | Metoxaleno | O-methylxanthotoxol | Xanthotoxin | Xanthotoxine	QXKHYNVANLEOEG-UHFFFAOYSA-N	COC1=C2C(=CC3=C1OC=C3)C=CC(=O)O2
DB00554	APRD01187	Piroxicam	36322-90-4	13T4O6VMAM	4-Hydroxy-2-methyl-N-(2-pyridyl)-2H-1,2-benzothiazin-3-caboxyamid-1,1-dioxid | Piroxicam | Piroxicam betadex | Piroxicamum | Pyroxycam	QYSPLQLAKJAUJT-UHFFFAOYSA-N	CN1C(=C(C2=CC=CC=C2S1(=O)=O)O)C(=O)NC3=CC=CC=N3
DB00555	APRD00570	Lamotrigine	84057-84-1	U3H27498KS	3,5-diamino-6-(2,3-dichlorophenyl)-1,2,4-triazine | Lamotrigina | Lamotrigine | Lamotriginum	PYZRQGJRPPTADH-UHFFFAOYSA-N	C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N
DB00556	APRD01177	Perflutren	76-19-7	CK0N3WH0SR	1,1,1,2,2,3,3,3-octafluoropropane | Freon 218 | Octafluoropropane | Octafluorpropan | Oktafluorpropan | Perfluoropropane | Perflutren | Perflutreno	QYSGYZVSCZSLHT-UHFFFAOYSA-N	C(C(F)(F)F)(C(F)(F)F)(F)F
DB00557	APRD00688	Hydroxyzine	68-88-2	30S50YM8OG	Hidroxizina | Hychotine | Hydroksyzyny | Hydroxine | Hydroxizine | Hydroxizinum | Hydroxycine | Hydroxyzin | Hydroxyzine | Hydroxyzinum | Idrossizina	ZQDWXGKKHFNSQK-UHFFFAOYSA-N	C1CN(CCN1CCOCCO)C(C2=CC=CC=C2)C3=CC=C(C=C3)Cl
DB00558	APRD00378	Zanamivir	139110-80-8	L6O3XI777I	(2R,3R,4S)-3-(acetylamino)-4-carbamimidamido-2-[(1R,2R)-1,2,3-trihydroxypropyl]-3,4-dihydro-2H-pyran-6-carboxylic acid | 4-guanidino-2,4-dideoxy-2,3-dehydro-N-acetylneuraminic acid | 4-guanidino-Neu5Ac2en | 5-(acetylamino)-2,6-anhydro-4-carbamimidamido-3,4,5-trideoxy-D-glycero-D-galacto-non-2-enonic acid | 5-acetamido-2,6-anhydro-3,4,5-trideoxy-4-guanidino-D-glycero-D-galacto-non-2-enonic acid | GANA | Zanamivir	ARAIBEBZBOPLMB-UFGQHTETSA-N	CC(=O)NC1C(C=C(OC1C(C(CO)O)O)C(=O)O)N=C(N)N
DB00559	APRD00829	Bosentan	147536-97-8	XUL93R30K2	4-(1,1-Dimethylethyl)-N-(6-(2-hydroxyethoxy)-5-(2-methoxyphenoxy)-(2,2'-bipyrimidin)-4-yl) benzenesulfornamide | bosentán | Bosentan | bosentan anhydrous | bosentanum | p-tert-Butyl-N-(6-(2-hydroxyethoxy)-5-(o-methoxyphenoxy)-2-(2-pyrimidinyl)-4-pyrimidinyl)benzenesulfonamide	GJPICJJJRGTNOD-UHFFFAOYSA-N	CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC
DB00560	APRD01307	Tigecycline	220620-09-7	70JE2N95KR	(4S,4aS,5aR,12aS)-9-(2-(tert-butylamino)acetamido)-4,7-bis(dimethylamino)-1,4,4a,5,5a,6,11,12a-octahydro-3,10,12,12a-tetrahydroxy-1,11-dioxo-2-naphthacenecarboxamide | Tigeciclina | Tigecycline | Tigecyclinum	FPZLLRFZJZRHSY-HJYUBDRYSA-N	CN(C)[C@H]1[C@@H]2C[C@@H]3Cc4c(cc(NC(=O)CNC(C)(C)C)c(O)c4C(=O)C3=C(O)[C@]2(O)C(=O)C(=C1O)C(N)=O)N(C)C
DB00561	APRD00935	Doxapram	309-29-5	94F3830Q73	(±)-doxapram | 1-ethyl-4-(2-morpholinoethyl)-3,3-diphenyl-2-pyrrolidinone | Doxapram | Doxapramum	XFDJYSQDBULQSI-UHFFFAOYSA-N	CCN1CC(C(C1=O)(C2=CC=CC=C2)C3=CC=CC=C3)CCN4CCOCC4
DB00562	APRD00728	Benzthiazide	91-33-8	1TD8J48L61	3-((benzylthio)methyl)-6-chloro-7-sulfamoyl-2H-benzo-1,2,4-thiadiazine 1,1-dioxide | 3-benzylthiomethyl-6-chloro-2H-1,2,4-benzothiadiazine-7-sulfonamide 1,1-dioxide | 3-benzylthiomethyl-6-chloro-7-sulfamoyl-1,2,4-benzothiadiazine 1,1-dioxide | 6-chloro-1,1-dioxo-3-(phenylmethylsulfanylmethyl)-4H-benzo[e][1,2,4]thiadiazine-7-sulfonamide | 6-chloro-7-sulfamoyl-3-benzylthiomethyl-2H-1,2,4-benzothiadiazine 1,1-dioxide | Benzothiazide | Benzotiazida | Benzthiazid | Benzthiazide | Benzthiazidum | Benztiazide	NDTSRXAMMQDVSW-UHFFFAOYSA-N	C1=CC=C(C=C1)CSCC2=NS(=O)(=O)C3=CC(=C(C=C3N2)Cl)S(=O)(=O)N
DB00563	APRD00353	Methotrexate	59-05-2	YL5FZ2Y5U1	4-amino-10-methylfolic acid | 4-amino-N(10)-methylpteroylglutamic acid | Amethopterin | Methotrexat | Méthotrexate | Methotrexate | Methotrexatum | Metotrexato | MTX | N-[4-[[(2,4-diamino-6-pteridinyl)methyl]methylamino]benzoyl]-L-glutamic acid	FBOZXECLQNJBKD-ZDUSSCGKSA-N	CN(CC1=CN=C2C(=N1)C(=NC(=N2)N)N)C3=CC=C(C=C3)C(=O)NC(CCC(=O)O)C(=O)O
DB00564	APRD00337	Carbamazepine	298-46-4	33CM23913M	5-Carbamoyl-5H-dibenz(b,f)azepine | 5-carbamoyl-5H-dibenz[b,f]azepine | 5-Carbamoyl-5H-dibenzo(b,f)azepine | 5-Carbamyl-5H-dibenzo(b,f)azepine | 5H-Dibenz(b,f)azepine-5-carboxamide | Carbamazepen | Carbamazepin | Carbamazepina | Carbamazépine | Carbamazepine | Carbamazepinum | CBZ	FFGPTBGBLSHEPO-UHFFFAOYSA-N	C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N
DB00565	APRD00874	Cisatracurium	96946-41-7	QX62KLI41N	Cisatracurium cation	YXSLJKQTIDHPOT-LJCJQEJUSA-N	C[N+]1(CCC2=CC(=C(C=C2C1CC3=CC(=C(C=C3)OC)OC)OC)OC)CCC(=O)OCCCCCOC(=O)CC[N+]4(CCC5=CC(=C(C=C5C4CC6=CC(=C(C=C6)OC)OC)OC)OC)C
DB00566	APRD01236	Succimer	304-55-2	DX1U2629QE	DIM-SA | DMS | DMS-A | DMSA | meso-2,3-Dimercaptobernsteinsäure | meso-2,3-dimercaptosuccinic acid | meso-dimercaptosuccinic acid | Succimer | succimero	ACTRVOBWPAIOHC-XIXRPRMCSA-N	C(C(C(=O)O)S)(C(=O)O)S
DB00567	APRD00250	Cephalexin	15686-71-2	5SFF1W6677	(6R,7R)-7-{[(2R)-2-amino-2-phenylacetyl]amino}-3-methyl-8-oxo-5-thia-1-azabicyclo[4.2.0]oct-2-ene-2-carboxylic acid | 7-(D-alpha-Aminophenylacetamido)desacetoxycephalosporanic acid | 7-beta-(D-alpha-Amino-alpha-phenylacetylamino)-3-methyl-3-cephem-4-carboxylic acid | Anhydrous cefalexin | Anhydrous cephalexin | Cefalexin | Cefalexin anhydrous | Cefalexina | Céfalexine | Cefalexinum | Cephalexin anhydrous	ZAIPMKNFIOOWCQ-UEKVPHQBSA-N	CC1=C(N2C(C(C2=O)NC(=O)C(C3=CC=CC=C3)N)SC1)C(=O)O
DB00568	APRD00332	Cinnarizine	298-57-7	3DI2E1X18L	1-(Diphenylmethyl)-4-(3-phenyl-2-propenyl)piperazine | 1-Benzhydryl-4-cinnamylpiperazin | 1-Cinnamyl-4-(diphenylmethyl)piperazine | Cinarizina | Cinnarizine | Cinnarizinum	DERZBLKQOCDDDZ-JLHYYAGUSA-N	C1CN(CCN1CC=CC2=CC=CC=C2)C(C3=CC=CC=C3)C4=CC=CC=C4
DB00569	APRD00500 | DB11728	Fondaparinux	104993-28-4	J177FOW5JL	Natural heparin pentasaccharide	KANJSNBRCNMZMV-ABRZTLGGSA-N	COC1C(C(C(C(O1)COS(=O)(=O)O)OC2C(C(C(C(O2)C(=O)O)OC3C(C(C(C(O3)COS(=O)(=O)O)OC4C(C(C(C(O4)C(=O)O)OC5C(C(C(C(O5)COS(=O)(=O)O)O)O)NS(=O)(=O)O)O)O)OS(=O)(=O)O)NS(=O)(=O)O)O)OS(=O)(=O)O)O)NS(=O)(=O)O
DB00570	APRD00708	Vinblastine	865-21-4	5V9KLZ54CY	Vinblastin | Vinblastina | Vinblastine | Vinblastinum | Vincaleukoblastine	JXLYSJRDGCGARV-CFWMRBGOSA-N	CCC1(CC2CC(C3=C(CCN(C2)C1)C4=CC=CC=C4N3)(C5=C(C=C6C(=C5)C78CCN9C7C(C=CC9)(C(C(C8N6C)(C(=O)OC)O)OC(=O)C)CC)OC)C(=O)OC)O
DB00571	APRD00194	Propranolol	525-66-6	9Y8NXQ24VQ	1-((1-Methylethyl)amino)-3-(1-naphthalenyloxy)-2-propanol | 1-(isopropylamino)-3-(1-naphthyloxy)propan-2-ol | beta-Propranolol | Propanalol | Propanolol | Propranolol | Propranololo | Propranololum | β-Propranolol	AQHHHDLHHXJYJD-UHFFFAOYSA-N	CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O
DB00572	APRD00807 | EXPT02427	Atropine	51-55-8	7C0697DR9I	(±)-atropine | (±)-hyoscyamine | Atropin | Atropina | Atropine | Atropinum | dl-Hyoscyamine | dl-tropyltropate | Tropine tropate	RKUNBYITZUJHSG-SPUOUPEWSA-N	CN1[C@@H]2CC[C@H]1CC(C2)OC(=O)C(CO)c3ccccc3
DB00573	APRD00970	Fenoprofen	29679-58-1	RA33EAC7KY	(+/-)-fenoprofen | (+/-)-m-phenoxyhydratropic acid | (±)-2-(3-phenoxyphenyl)propionic acid | 2-(3-phenoxyphenyl)propionic acid | 2-(m-phenoxyphenyl)propionic acid | 3-phenoxyhydratropic acid | DL-2-(3-phenoxyphenyl)propionic acid | Fenoprofen | Fénoprofène | Fenoprofeno | Fenoprofenum | α-(m-phenoxyphenyl)propionic acid | α-methyl-3-phenoxybenzeneacetic acid	RDJGLLICXDHJDY-UHFFFAOYSA-N	CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)O
DB00574	APRD00319	Fenfluramine	458-24-2	2DS058H2CF	Fenfluramina | Fenfluramine | Fenfluraminum	DBGIVFWFUFKIQN-UHFFFAOYSA-N	CCNC(C)CC1=CC(=CC=C1)C(F)(F)F
DB00575	APRD00174 | DB07566	Clonidine	4205-90-7	MN3L5RMN02	2-((2,6-Dichlorophenyl)imino)imidazolidine | 2,6-Dichloro-N-2-imidazolidinylidenebenzenamine | Chlofazoline | Clonidin | Clonidina | Clonidine | Clonidinum	GJSURZIOUXUGAL-UHFFFAOYSA-N	C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
DB00576	APRD00684	Sulfamethizole	144-82-1	25W8454H16	Sulfamethizol | Sulfaméthizol | Sulfamethizole | Sulfamethizolum | Sulfamethylthiadiazole | Sulfametizol	VACCAVUAMIDAGB-UHFFFAOYSA-N	CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N
DB00577	APRD00697	Valaciclovir	124832-26-4	MZ1IW7Q79D	L-Valine ester with 9-((2-hydroxyethoxy)methyl)guanine | L-Valine, 2-((2-amino-1,6-dihydro-6-oxo-9H-purin-9-yl)methoxy)ethyl ester | Valaciclovir | Valaciclovirum | Valacyclovir	HDOVUKNUBWVHOX-QMMMGPOBSA-N	CC(C)C(C(=O)OCCOCN1C=NC2=C1NC(=NC2=O)N)N
DB00578	APRD00846	Carbenicillin	4697-36-3	G42ZU72N5G	(2S,5R,6R)-6-{[carboxy(phenyl)acetyl]amino}-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo[3.2.0]heptane-2-carboxylic acid | Carbenicilina | Carbenicillin | Carbenicilline | Carbenicillinum | Carboxybenzylpenicillin | CBPC | N-(2-carboxy-3,3-dimethyl-7-oxo-4-thia-1-azabicyclo(3.2.0)hept-6-yl)-2-phenylmalonamic acid | α-carboxybenzylpencillin | α-phenyl(carboxymethylpenicillin)	FPPNZSSZRUTDAP-UWFZAAFLSA-N	CC1(C(N2C(S1)C(C2=O)NC(=O)C(C3=CC=CC=C3)C(=O)O)C(=O)O)C
DB00579	APRD01085	Mazindol	22232-71-9	C56709M5NH	Mazindol | Mazindolo | Mazindolum	ZPXSCAKFGYXMGA-UHFFFAOYSA-N	C1CN2C(=N1)C3=CC=CC=C3C2(C4=CC=C(C=C4)Cl)O
DB00580	APRD00183 | DB07576	Valdecoxib	181695-72-7	2919279Q3W	Valdecoxib	LNPDTQAFDNKSHK-UHFFFAOYSA-N	CC1=C(C(=NO1)C2=CC=CC=C2)C3=CC=C(C=C3)S(=O)(=O)N
DB00581	APRD01063	Lactulose	4618-18-2	9XH2P2N8EP	4-O-beta-D-Galactopyranosyl-D-fructofuranose | 4-O-beta-D-Galactopyranosyl-D-fructose | Lactulosa | Lactulose | Lactulosum	JCQLYHFGKNRPGE-FCVZTGTOSA-N	C(C1C(C(C(C(O1)OC2C(OC(C2O)(CO)O)CO)O)O)O)O
DB00582	APRD00543	Voriconazole	137234-62-9	JFU09I87TR	(R-(R*,S*))-alpha-(2,4-difluorophenyl)-5-fluoro-beta-methyl-alpha-(1H-1,2,4-triazol-1-ylmethyl)-4-pyrimidineethanol | (αR,βS)-α-(2,4-difluorophenyl)-5-fluoro-β-methyl-α(1H-1,2,4-triazol-1-ylmethyl)-4-pyrimidineethanol | VCZ | Voriconazol | Voriconazole | Voriconazolum	BCEHBSKCWLPMDN-MGPLVRAMSA-N	CC(C1=NC=NC=C1F)C(CN2C=NC=N2)(C3=C(C=C(C=C3)F)F)O
DB00583	APRD01070	Levocarnitine	541-15-1	0G389FZZ9M	(-)-Carnitine | (-)-L-Carnitine | (R)-Carnitine | 3-Carboxy-2-hydroxy-N,N,N-trimethyl-1-propanaminium hydroxide, inner salt | Carnitina | Carnitine | L-Carnitine | Levocarnitin | Levocarnitina | Lévocarnitine | Levocarnitine | Levocarnitinum | Vitamin BT	PHIQHXFUZVPYII-ZCFIWIBFSA-N	C[N+](C)(C)CC(CC(=O)[O-])O
DB00584	APRD00510	Enalapril	75847-73-3	69PN84IO1A	(S)-1-(N-(1-(ethoxycarbonyl)-3-phenylpropyl)-L-alanyl)-L-proline | (S)-1-{(S)-2-[1-((S)-Ethoxycarbonyl)-3-phenyl-propylamino]-propionyl}-pyrrolidine-2-carboxylic acid | 1-(N-((S)-1-carboxy-3-phenylpropyl)-L-alanyl)-L-proline 1'-ethyl ester | ánalapril | Enalapril | Enalaprila | Enalaprilum	GBXSMTUPTTWBMN-XIRDDKMYSA-N	CCOC(=O)C(CCC1=CC=CC=C1)NC(C)C(=O)N2CCCC2C(=O)O
DB00585	APRD00706	Nizatidine	76963-41-2	P41PML4GHR	N-(4-(6-Methylamino-7-nitro-2-thia-5-aza-6-hepten-1-yl)-2-thiazolylmethyl)-N,N-dimethylamine | Nizatidina | Nizatidine | Nizatidinum	SGXXNSQHWDMGGP-UHFFFAOYSA-N	CNC(=C[N+](=O)[O-])NCCSCC1=CSC(=N1)CN(C)C
DB00586	APRD00527	Diclofenac	15307-86-5	144O8QL0L1	[2-(2,6-dichloroanilino)phenyl]acetic acid | 2-((2,6-dichlorophenyl)amino)benzeneacetic acid | Diclofenac | Diclofenac acid | Diclofenaco | Diclofenacum	DCOPUUMXTXDBNB-UHFFFAOYSA-N	C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl
DB00587	APRD00637	Cinalukast	128312-51-6	5E1O433QAI	3'-((E)-2-(4-cyclobutyl-2-thiazolyl)vinyl)-2,2-diethylsuccinanilic acid | Cinalukast	BZMKNPGKXJAIDV-VAWYXSNFSA-N	CCC(CC)(CC(=O)NC1=CC=CC(=C1)C=CC2=NC(=CS2)C3CCC3)C(=O)O
DB00588	APRD00065	Fluticasone propionate	80474-14-2	O2GMZ0LF5W	Fluticasone propionate	WMWTYOKRWGGJOA-CENSZEJFSA-N	CCC(=O)OC1(C(CC2C1(CC(C3(C2CC(C4=CC(=O)C=CC43C)F)F)O)C)C)C(=O)SCF
DB00589	APRD00636	Lisuride	18016-80-3	E0QN3D755O	Lisurid | Lisurida | Lisuride | Lisuridum | N'-((8alpha)-9,10-Didehydro-6-methylergolin-8-yl)-N,N-diethylurea	BKRGVLQUQGGVSM-KBXCAEBGSA-N	CCN(CC)C(=O)NC1CN(C2CC3=CNC4=CC=CC(=C34)C2=C1)C
DB00590	APRD00474	Doxazosin	74191-85-8	NW1291F1W8	1-(4-Amino-6,7-dimethoxy-2-chinazolinyl)-4-(2,3-dihydro-1,4-benzodioxixin-2-ylcarbonyl)piperazin | 1-(4-Amino-6,7-Dimethoxy-2-quinazolinyl)-4-(1,4-benzodioxan-2-ylcarbonyl)piperazin | Doxazosin | Doxazosina | Doxazosine | Doxazosinum	RUZYUOTYCVRMRZ-UHFFFAOYSA-N	COC1=C(C=C2C(=C1)C(=NC(=N2)N3CCN(CC3)C(=O)C4COC5=CC=CC=C5O4)N)OC
DB00591	APRD00977	Fluocinolone acetonide	67-73-2	0CD5FD6S2M	6alpha-fluorotriamcinolone acetonide | 6alpha,9alpha-difluoro-16alpha-hydroxyprednisolone 16,17-acetonide | 6α-fluorotriamcinolone acetonide | 6α,9α-difluoro-16α-hydroxyprednisolone 16,17-acetonide | acétonide de fluocinolone | acetónido de fluocinolona | fluocinolon acetonid | fluocinolone 16,17-acetonide | Fluocinolone acetonide | fluocinoloni acetonidum	FEBLZLNTKCEFIT-VSXGLTOVSA-N	CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C
DB00592	APRD00225 | DB11514	Piperazine	110-85-0	1RTM4PAL0V	Diethylenediamine | Piperazidine | Piperazin | Piperazina	GLUUGHFHXGJENI-UHFFFAOYSA-N	C1CNCCN1
DB00593	APRD00318	Ethosuximide	77-67-8	5SEH9X1D1D	(±)-2-ethyl-2-methylsuccinimide | 2-ethyl-2-methylsuccinimide | 2-methyl-2-ethylsuccinimide | 3-ethyl-3-methyl-2,5-pyrrolidinedione | 3-ethyl-3-methylsuccinimide | 3-methyl-3-ethylpyrrolidine-2,5-dione | 3-methyl-3-ethylsuccinimide | Aethosuximide | Atysmal | Ethosuximid | éthosuximide | Ethosuximide | Ethosuximidum | Etosuximida | Thilopemal | α-ethyl-α-methylsuccinimide | α-methyl-α-ethylsuccinimide | γ-ethyl-γ-methyl-succinimide | γ-methyl-γ-ethyl-succinimide	HAPOVYFOVVWLRS-UHFFFAOYSA-N	CCC1(CC(=O)NC1=O)C
DB00594	APRD00790 | EXPT00514	Amiloride	2609-46-3	7DZO8EB0Z3	3,5-diamino-N-carbamimidoyl-6-chloropyrazine-2-carboxamide | Amilorid | Amilorida | Amiloride | Amiloridum | Amipramidin | Amipramidine | Amyloride | N-amidino-3,5-diamino-6-chloropyrazinecarboxamide	XSDQTOBWRPYKKA-UHFFFAOYSA-N	C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N
DB00595	APRD00019	Oxytetracycline	79-57-2	SLF0D9077S	5-Hydroxytetracycline | Embryostat | Hydroxytetracyclinum | Mepatar | Ossitetraciclina | Oxitetraciclina | Oxyterracin | Oxyterracine | Oxytetracyclin | Oxytétracycline | Oxytetracycline | Oxytetracycline (anhydrous) | Oxytetracycline amphoteric | Oxytetracyclinum	IWVCMVBTMGNXQD-PXOLEDIWSA-N	CN(C)[C@H]1[C@@H]2[C@@H](O)[C@H]3C(=C(O)[C@]2(O)C(=O)C(=C1O)C(N)=O)C(=O)c4c(O)cccc4[C@@]3(C)O
DB00596	APRD01010	Ulobetasol	98651-66-2	9P6159HM7T	21-chloro diflorasone | Halobetasol | Ulobetasol | Ulobétasol | Ulobetasolum	LEHFPXVYPMWYQD-XHIJKXOTSA-N	CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CCl)O)C)O)F)C)F
DB00597	APRD00992	Gadoteridol	120066-54-8	0199MV609F	gadolinium 2,2',2''-[10-(2-hydroxypropyl)-1,4,7,10-tetraazacyclododecane-1,4,7-triyl]triacetate | gadolinium-HP-DO3A | Gadoteridol | Gadoteridolum | GD-HP-DO 3A | Gd-HPDO3A	DPNNNPAKRZOSMO-UHFFFAOYSA-K	CC(CN1CCN(CCN(CCN(CC1)CC(=O)[O-])CC(=O)[O-])CC(=O)[O-])O.[Gd+3]
DB00598	APRD01062	Labetalol	36894-69-6	R5H8897N95	3-Carboxamido-4-hydroxy-alpha-((1-methyl-3-phenylpropylamino)methyl)benzyl alcohol | 5-(1-Hydroxy-2-(1-methyl-3-phenylpropylamino)ethyl)salicylamide | Labétalol | Labetalol | Labetalolum | Labetolol	SGUAFYQXFOLMHL-UHFFFAOYSA-N	CC(CCC1=CC=CC=C1)NCC(C2=CC(=C(C=C2)O)C(=O)N)O
DB00599	APRD00660	Thiopental	76-75-5	JI8Z5M7NA3	(±)-thiopental | 2-Thio-5-ethyl-5-sec-pentylbarbituric acid | 5-Ethyl-5-(1-methyl-butyl)-2-thioxo-dihydro-pyrimidine-4,6-dione | Penthiobarbital | Pentothiobarbital | Thiopental | Thiopentobarbital | Thiopentobarbitone | Thiopentobarbituric acid | Thiopentone | Tiopentale	IUJDSEJGGMCXSG-UHFFFAOYSA-N	CCCC(C)C1(C(=O)NC(=NC1=O)S)CC
DB00600	APRD01121	Monobenzone	103-16-2	9L2KA76MG5	4-(Benzyloxy)phenol | 4-(Benzyloxyl)phenol | 4-(Phenylmethoxy)phenol | 4-Benzyloxy-phenol | 4-Benzyloxyphenol | Benzyl p-hydroxyphenyl ether | Hydrochinon monobenzylether | Hydroquinone benzyl ether | Hydroquinone monobenzyl ether | Monobenzona | Monobenzone | Monobenzonum | Monobenzyl hydroquinone | p-(Benzyloxy)phenol | p-Hydroxyphenyl benzyl ether	VYQNWZOUAUKGHI-UHFFFAOYSA-N	C1=CC=C(C=C1)COC2=CC=C(C=C2)O
DB00601	APRD01073 | DB08769	Linezolid	165800-03-3	ISQ9I6J12J	Linezolid | Linezolide | Linezolidum | N-(((S)-3-(3-Fluoro-4-morpholinophenyl)-2-oxo-5-oxazolidinyl)methyl)acetamide	TYZROVQLWOKYKF-ZDUSSCGKSA-N	CC(=O)NCC1CN(C(=O)O1)C2=CC(=C(C=C2)N3CCOCC3)F
DB00602	APRD01058	Ivermectin	70288-86-7	8883YP2R6D	Ivermectin | Ivermectina | Ivermectine | Ivermectinum	SPBDXSGPUHCETR-CVSKBELMSA-N	CCC(C)C1C(CCC2(O1)CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)C.CC1CCC2(CC3CC(O2)CC=C(C(C(C=CC=C4COC5C4(C(C=C(C5O)C)C(=O)O3)O)C)OC6CC(C(C(O6)C)OC7CC(C(C(O7)C)O)OC)OC)C)OC1C(C)C
DB00603	APRD00627	Medroxyprogesterone acetate	71-58-9	C2QI4IOI2G	(6α)-17-(Acetyloxy)-6-methylpreg-4-ene-3,20-dione | 17-Acetoxy-6α-methylprogesterone | 17α-hydroxy-6α-methylprogesterone acetate | 6-alpha-Methyl-17-alpha-acetoxyprogesterone | 6-alpha-Methyl-17-alpha-hydroxyprogesterone acetate | 6α-Methyl-17-acetoxy progesterone | 6α-Methyl-17α-hydroxyprogesterone acetate | 6α-Methyl-4-pregnene-3,20-dion-17α-ol acetate | Medroxyacetate progesterone | Medroxyprogesterone 17-acetate | Methylacetoxyprogesterone | Metigestrona | MPA	PSGAAPLEWMOORI-PEINSRQWSA-N	CC1CC2C(CCC3(C2CCC3(C(=O)C)OC(=O)C)C)C4(C1=CC(=O)CC4)C
